km_labels,Dayswus,Age,Edu,Income,Kidhome,Teenhome,Freq,Recency,Monetary,LTV,Perdeal,Dryred,Sweetred,Drywh,Sweetwh,Dessert,Exotic,WebPurchase,WebVisit,SMRack,LGRack,Humid,Spcork,Bucket,Access,Complain,Mailfriend,Emailfriend,Avr_purchase
0,897.3027380211574,29.548848786558807,15.74642190416926,41615.843186060985,0.7725575606720597,0.30771624144368387,4.416303671437461,80.19570628500311,103.11263223397636,5.410703173615432,55.10765401369011,30.73895457373989,11.898879900435594,33.4707529558183,12.04511512134412,11.844741754822651,29.48537647790915,56.054138145612946,6.608898568761668,0.08711885500933417,0.00031113876789047915,0.0,0.0012445550715619166,0.0,0.08742999377722464,0.011823273179838207,0.15992532669570628,0.11169881767268201,18.55169554667708
1,891.8690580344123,66.60163312919218,16.79731700204141,98776.65675123942,0.0568678915135608,0.2974628171478565,27.298920968212308,50.04520268299796,1305.316127150773,516.7760279965005,5.836978710994459,45.35112277631963,7.351706036745407,32.975503062117234,7.26130067074949,7.05395158938466,8.555263925342665,22.233012540099153,2.9241761446485857,0.06445027704870225,0.09886264216972879,0.221055701370662,0.16768737241178186,0.01837270341207349,0.4027413240011665,0.011665208515602217,0.053659959171770195,0.0014581510644502771,45.88190378697641
2,905.2338397378612,46.44801906464105,17.630026809651476,67496.30741733691,0.4498063747393506,0.8010128090557045,11.462317545427466,58.00238308013107,422.4661900506405,89.7518617813524,37.784033363121836,74.32916294310397,2.112898421209413,19.232946082812035,2.1108132260947277,2.149836163240989,12.32171581769437,49.856121537086686,6.225201072386059,0.09413166517724159,0.10604706583258862,0.01757521596663688,0.030682156687518617,0.019958296097706284,0.23771224307417338,0.01012809055704498,0.09562109025915996,0.043789097408400354,30.52399459505554
